,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
2867,3580.pdf,2014-08-12,3580,3580.txt,Essential Ingredients of a Good Research Proposal for Undergraduate and Postgraduate Students in the Social Sciences,10.1177/2158244014548178
2868,3581.pdf,2016-01-05,3581,3581.txt,Big Data in food and agriculture,10.1177/2053951716648174
2869,3582.pdf,2014-07-31,3582,3582.txt,Sharing Food and Breaking Boundaries: Reading of Acts 10–11: 18 as a Key to Luke’s Ecumenical Agenda in Acts,10.1177/0265378814537757
2870,3583.pdf,2016-09-19,3583,3583.txt,Stacked spaces: Mapping digital infrastructures,10.1177/2053951716642456
2871,3584.pdf,2017-04-27,3584,3584.txt,"Platform privacies: Governance, collaboration, and the different meanings of “privacy” in iOS and Android development",10.1177/1461444817702397
2872,3585.pdf,2017-03-07,3585,3585.txt,"Incidence, risk factors and the effect of polyomavirus infection in hematopoietic stem cell transplant recipients",10.1177/0300060517691795
2873,3586.pdf,2014-10-08,3586,3586.txt,Ensemble forecasting of irregular leadership change,10.1177/2053168014557511
2874,3587.pdf,2015-10-14,3587,3587.txt,The Pitfalls of Visual Representations,10.1177/2158244015611451
2875,3588.pdf,2017-04-01,3588,3588.txt,Ways of Viewing Pictorial Plasticity,10.1177/2041669517699220
2876,3589.pdf,2017-01-01,3589,3589.txt,"Assessing Women Caregiving Role to People Living With HIV/AIDS in Nigeria, West Africa",10.1177/2158244017692013
2877,3590.pdf,2017-01-30,3590,3590.txt,Can Hospital Competition Really Affect Hospital Behavior or Not? An Empirical Study of Different Competition Measures Comparison in Taiwan,10.1177/0046958017690289
2878,3591.pdf,2016-08-16,3591,3591.txt,The ARtS Community Without Community,10.1177/2158244016664772
2879,3592.pdf,2018-05-01,3592,3592.txt,Pupillary Responses to Illusions of Brightness in Autism Spectrum Disorder,10.1177/2041669518771716
2880,3593.pdf,2012-10-01,3593,3593.txt,Cognitive Reorganization during Pregnancy and the Postpartum Period: An Evolutionary Perspective,10.1177/147470491201000402
2881,3594.pdf,2015-07-10,3594,3594.txt,Applying the ADAPT Psychosocial Model to War-Affected Children and Adolescents,10.1177/2158244015604189
2882,3595.pdf,2012-12-04,3595,3595.txt,Targeting reduction of proteinuria in glomerulonephritis: Maximizing the antifibrotic effect of valsartan by protecting podocytes,10.1177/1470320312466127
2883,3596.pdf,2015-07-10,3596,3596.txt,Mathematical Problem-Solving Abilities and Chess,10.1177/2158244015596050
2884,3597.pdf,2015-08-28,3597,3597.txt,Regional health governance: A suggested agenda for Southern African health diplomacy,10.1177/1468018115599817
2885,3598.pdf,2018-01-01,3598,3598.txt,"Effect of Grouping, Segmentation, and Vestibular Stimulation on the Autokinetic Effect",10.1177/2041669517752716
2886,3599.pdf,2013-01-01,3599,3599.txt,"Male Partner Selectivity, Romantic Confidence, and Media Depictions of Partner Scarcity",10.1177/147470491301100104
2887,3600.pdf,2015-10-05,3600,3600.txt,Angiotensin receptor blockers use and the risk of lung cancer: A meta-analysis,10.1177/1470320315607391
2888,3601.pdf,2012-07-01,3601,3601.txt,Sex Differences in Relationship Regret: The Role of Perceived Mate Characteristics,10.1177/147470491201000304
2889,3602.pdf,2013-08-07,3602,3602.txt,The GluN3A Subunit Exerts a Neuroprotective Effect in Brain Ischemia and the Hypoxia Process,10.1042/AN20130009
2890,3603.pdf,2014-12-12,3603,3603.txt,Dexmedetomidine protects spatial learning and memory ability in rats,10.1177/1470320314562059
2891,3604.pdf,2017-06-15,3604,3604.txt,An Examination of the Likelihood of Home Discharge After General Hospitalizations Among Medicaid Recipients,10.1177/0046958017711783
2892,3605.pdf,2012-11-16,3605,3605.txt,Antenatal betamethasone exposure alters renal responses to angiotensin-(1–7) in uninephrectomized adult male sheep,10.1177/1470320312465217
2893,3606.pdf,2012-01-01,3606,3606.txt,Aesthetic Judgement of Orientation in Modern Art,10.1068/i0447aap
2894,3607.pdf,2012-12-20,3607,3607.txt,Aldosterone synthase gene polymorphism and renal histopathologic changes in kidney transplant patients receiving a calcineurin inhibitor,10.1177/1470320312470579
2895,3608.pdf,2010-01-01,3608,3608.txt,Indirect Peer Aggression in Adolescence and Reproductive Behavior,10.1177/147470491000800106
2896,3609.pdf,2015-05-07,3609,3609.txt,Adoption of geodemographic and ethno-cultural taxonomies for analysing Big Data,10.1177/2053951715583914
2897,3610.pdf,2016-01-25,3610,3610.txt,Everyday Life as a Text,10.1177/2158244016633738
2898,3611.pdf,2017-10-01,3611,3611.txt,"Boycotts, buycotts, and political consumerism in America",10.1177/2053168017738632
2899,3612.pdf,2017-09-28,3612,3612.txt,Resistance to and Transformations of Gender-Based Violence in Spanish Universities: A Communicative Evaluation of Social Impact,10.1177/1558689817731170
2900,3613.pdf,2017-01-12,3613,3613.txt,Increased augmentation index and central systolic arterial pressure are associated with lower school and motor performance in young adolescents,10.1177/0300060516678717
2901,3614.pdf,2014-08-28,3614,3614.txt,Association of polymorphisms in AGTR1 and AGTR2 genes with primary aldosteronism in the Chinese Han population,10.1177/1470320314534511
2902,3615.pdf,2017-03-21,3615,3615.txt,Toward a Better Understanding of Psychological Symptoms in People Confronted With the Disappearance of a Loved One,10.1177/1524838017699602
2903,3616.pdf,2017-09-13,3616,3616.txt,Effect of Expertise on Boundary Extension in Approach Sequences,10.1177/2041669517723652
2904,3617.pdf,2016-09-28,3617,3617.txt,Sustainable flood memory: Remembering as resilience,10.1177/1750698016667453
2905,3618.pdf,2013-11-01,3618,3618.txt,Psychometric Analysis of a Scale to Assess Norms of Reciprocity of Social Support in Community-Based and Congregation-Based Groups,10.1177/2158244013516771
2906,3619.pdf,2014-07-01,3619,3619.txt,"Parental Mate Choice Manipulation Tactics: Exploring Prevalence, Sex and Personality Effects",10.1177/147470491401200307
2907,3620.pdf,2015-05-12,3620,3620.txt,Work–Life Integration and Workplace Rights for Domestic Workers in Support to Elderly Persons,10.1177/2158244015584236
2908,3621.pdf,2016-01-25,3621,3621.txt,Family Caregivers’ Social Representations of Death in a Palliative Care Context,10.1177/2158244016637399
2909,3622.pdf,2016-05-04,3622,3622.txt,Complementary and Alternative Medicine Use at a Comprehensive Cancer Center,10.1177/1534735416643384
2910,3623.pdf,2015-07-01,3623,3623.txt,Institutionalizing Big Data methods in social and political research,10.1177/2053951715591224
2911,3624.pdf,2015-05-01,3624,3624.txt,How Can Intergroup Interaction Be Bad If Intergroup Contact Is Good? Exploring and Reconciling an Apparent Paradox in the Science of Intergroup Relations,10.1177/1745691614568482
2912,3625.pdf,2013-08-07,3625,3625.txt,"Autism, Personality, and Human Diversity",10.1177/2158244013497722
2913,3626.pdf,2017-07-01,3626,3626.txt,"Respiratory diseases in children attending kindergartens: Health-related variables and mothers’ psychological, parental, and marital functioning",10.1177/2055102917724334
2914,3627.pdf,2015-12-01,3627,3627.txt,For how long can two emergency medical technicians perform high-quality cardiopulmonary resuscitation?,10.1177/0300060515595648
2915,3628.pdf,2016-01-25,3628,3628.txt,Post-Traumatic Stress Disorder in Kosovo Veterans,10.1177/2158244016633737
2916,3629.pdf,2018-01-01,3629,3629.txt,How Common Is the East African Community’s Common External Tariff Really? The Influence of Interest Groups on the EAC’s Tariff Negotiations,10.1177/2158244017748235
2917,3630.pdf,2018-07-01,3630,3630.txt,"Vanishing Girls, Mysterious Blacks",10.1177/2041669518786740
2918,3631.pdf,2016-01-25,3631,3631.txt,The Demographic and Political Composition of Mechanical Turk Samples,10.1177/2158244016636433
2919,3632.pdf,2018-01-31,3632,3632.txt,Data anxieties: Finding trust in everyday digital mess,10.1177/2053951718756685
2920,3633.pdf,2012-11-01,3633,3633.txt,Child sexual exploitation and youth offending: A research note,10.1177/1477370812453401
2921,3634.pdf,2014-03-04,3634,3634.txt,Altered activation in visual cortex: Unusual functional magnetic resonance imaging finding in early Parkinson’s disease,10.1177/0300060513507647
2922,3635.pdf,2015-03-30,3635,3635.txt,Cystathionine β-Synthase Inhibition Is a Potential Therapeutic Approach to Treatment of Ischemic Injury,10.1177/1759091415578711
2923,3636.pdf,2016-09-01,3636,3636.txt,Cardiovascular risk evaluation through heart rate variability analysis in psoriatic patients before and after 24 weeks of etanercept therapy: Prospective study,10.1177/0300060515593242
2924,3637.pdf,2016-06-01,3637,3637.txt,Relationship between Biopsychosocial Factors and Financial Risk Tolerance: An Empirical Study,10.1177/0256090916642685
2925,3638.pdf,2015-12-07,3638,3638.txt,"Analysis of Japanese Municipalities With Geopark, MAB, and GIAHS Certification",10.1177/2158244015617517
2926,3639.pdf,2016-01-16,3639,3639.txt,The Cost-Effectiveness of Treatment Modalities for Ureteral Stones,10.1177/0046958016669015
2927,3640.pdf,2015-06-19,3640,3640.txt,The Role of Cultural Contexts in Research Design Decisions,10.1177/2158244015583336
2928,3641.pdf,2017-08-19,3641,3641.txt,Doing digital team ethnography: being there together and digital social data,10.1177/1468794117724500
2929,3642.pdf,2015-07-08,3642,3642.txt,"Loss to Follow-Up Among HIV-Exposed Children in an HIV Clinic in Beira, Mozambique",10.1177/2158244015590841
2930,3643.pdf,2014-09-10,3643,3643.txt,Association of echocardiographic left ventricular structure and −344C/T aldosterone synthase gene variant: A meta-analysis,10.1177/1470320314535459
2931,3644.pdf,2013-12-26,3644,3644.txt,The experience of family carers attending a joint reminiscence group with people with dementia: A thematic analysis,10.1177/1471301213516332
2932,3645.pdf,2015-03-01,3645,3645.txt,Banking Innovations and New Income Streams: Impact on Banks' Performance,10.1177/0256090915573616
2933,3646.pdf,2016-07-15,3646,3646.txt,Cost-Effective Recruitment Strategies That Attract Underrepresented Minority Undergraduates Who Persist to STEM Doctorates,10.1177/2158244016657143
2934,3647.pdf,2016-03-02,3647,3647.txt,Log-linear distance models of homophily in small groups,10.1177/2059799115622746
2935,3648.pdf,2016-10-01,3648,3648.txt,Leadership Styles in Relation to Employees’ Trust and Organizational Change Capacity,10.1177/2158244016675396
2936,3649.pdf,2014-02-05,3649,3649.txt,EMLA® cream: A pain-relieving strategy for childhood vaccination,10.1177/0300060513509473
2937,3650.pdf,2005-01-01,3650,3650.txt,Normative Bias and Adaptive Challenges: A Relational Approach to Coalitional Psychology and a Critique of Terror Management Theory,10.1177/147470490500300121
2938,3651.pdf,2016-10-01,3651,3651.txt,How Did Youth Mental Health Make It Onto Australia’s 2011 Federal Policy Agenda?,10.1177/2158244016680855
2939,3652.pdf,2013-06-04,3652,3652.txt,Vascular angiotensin II type 2 receptor attenuates atherosclerosis via a kinin/NO-dependent mechanism,10.1177/1470320313491794
2940,3653.pdf,2013-01-01,3653,3653.txt,"Spatial Location in Brief, Free-Viewing Face Encoding Modulates Contextual Face Recognition",10.1068/i0582
2941,3654.pdf,2011-10-01,3654,3654.txt,Invitational Rhetoric and the Case for Service Learning,10.1177/2158244011433604
2942,3655.pdf,2015-04-15,3655,3655.txt,Time Pressure and Challenge Appraisal as Predictors of Job Satisfaction,10.1177/2158244015582044
2943,3656.pdf,2016-04-20,3656,3656.txt,The Difference Safe Spaces Make,10.1177/2158244016647423
2944,3657.pdf,2016-03-31,3657,3657.txt,Polymorphism 2184A/G in the AGER gene is not associated with diabetic retinopathy in Han Chinese patients with type 2 diabetes,10.1177/0300060516638990
2945,3658.pdf,2013-07-18,3658,3658.txt,Evolutionizing Grief: Viewing Photographs of the Deceased Predicts the Misattribution of Ambiguous Stimuli by the Bereaved,10.1177/147470491301100513
2946,3659.pdf,2014-01-01,3659,3659.txt,The Effects of Social Misdirection on Magic Tricks: How Deceived and Undeceived Groups Differ,10.1068/i0640sas
2947,3660.pdf,2018-06-04,3660,3660.txt,Fever worsens outcomes in animal models of ischaemic stroke: A systematic review and meta-analysis,10.1177/2396987318776421
2948,3661.pdf,2015-05-06,3661,3661.txt,Updated data on institutions and elections 1960–2012: presenting the IAEP dataset version 2.0,10.1177/2053168015579120
2949,3662.pdf,2017-11-16,3662,3662.txt,50 Years of Stereoblindness: Reconciliation of a Continuum of Disparity Detectors With Blindness for Disparity in Near or Far Depth,10.1177/2041669517738542
2950,3663.pdf,2017-04-25,3663,3663.txt,Patient-specific prediction of functional recovery after stroke,10.1177/1747493017706241
2951,3664.pdf,2014-01-22,3664,3664.txt,ACE insertion/deletion polymorphism (rs1799752) modifies the renoprotective effect of renin-angiotensin system blockade in patients with IgA nephropathy,10.1177/1470320313515036
2952,3665.pdf,2015-06-19,3665,3665.txt,"Shyness, Self-Construal, Extraversion–Introversion, Neuroticism, and Psychoticism",10.1177/2158244015587559
2953,3666.pdf,2015-04-16,3666,3666.txt,The Expanding Role of Managed Care in the Medicaid Program,10.1177/0046958015575524
2954,3667.pdf,2015-03-20,3667,3667.txt,Five Characteristics of Youth Unemployment in Europe,10.1177/2158244015574962
2955,3668.pdf,2012-11-02,3668,3668.txt,Understanding Preferences in Experience-Based Choice,10.1177/1555343412463922
2956,3669.pdf,2015-01-01,3669,3669.txt,The Puzzling Attractiveness of Male Shame,10.1177/147470491501300103
2957,3670.pdf,2016-01-05,3670,3670.txt,Parental Attachment and Love Language as Determinants of Resilience Among Graduating University Students,10.1177/2158244015622800
2958,3671.pdf,2009-04-01,3671,3671.txt,Altruism and Reproductive Limitations,10.1177/147470490900700207
2959,3672.pdf,2017-07-31,3672,3672.txt,Optimal dilution of contrast medium for quantitating parenchymal blood volume using a flat-panel detector,10.1177/0300060517715165
2960,3673.pdf,2017-08-08,3673,3673.txt,Risk-adapted monitoring is not inferior to extensive on-site monitoring: Results of the ADAMON cluster-randomised study,10.1177/1740774517724165
2961,3674.pdf,2015-12-14,3674,3674.txt,A New Occupational/Industrial Coding System for 19th Century U.S. Heavy Industrial Workers,10.1177/2158244015621116
2962,3675.pdf,2014-11-23,3675,3675.txt,Implementation of Best Practices Regarding Treatment Fidelity in the Family Colorectal Cancer Awareness and Risk Education Randomized Controlled Trial,10.1177/2158244014559021
2963,3676.pdf,2016-03-02,3676,3676.txt,Signature dish: Triangulation from data signatures to examine the role of security in falling crime,10.1177/2059799115622754
2964,3677.pdf,2016-01-25,3677,3677.txt,Knowledge Workers and Virtues in Peter Drucker’s Management Theory,10.1177/2158244016639631
2965,3678.pdf,2015-09-01,3678,3678.txt,Inclusive Workplaces: Lessons from Theory and Practice,10.1177/0256090915601515
2966,3679.pdf,2016-04-26,3679,3679.txt,Apoptotic Effects of Rotundic Acid on Human Esophagus and Lung Cancer Cells,10.1177/1534735416635275
2967,3680.pdf,2018-07-01,3680,3680.txt,The Importance of Amodal Completion in Everyday Perception,10.1177/2041669518788887
