pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
5245.pdf,2017-01-01,5245,5245.txt,Age Limits,10.1177/1474704917690401
5246.pdf,2015-04-20,5246,5246.txt,Maternal and Child Health in South Sudan,10.1177/2158244015581190
5247.pdf,2016-04-05,5247,5247.txt,Identification of downstream target genes regulated by the nitric oxide–soluble guanylate cyclase–cyclic guanosine monophosphate signal pathway in pulmonary hypertension,10.1177/0300060516636751
5248.pdf,2018-01-01,5248,5248.txt,The role of early colonoscopy in patients presenting with acute lower gastrointestinal bleeding: a systematic review and meta-analysis,10.1177/1756283X18757184
5249.pdf,2008-01-01,5249,5249.txt,Breaking up Romantic Relationships: Costs Experienced and Coping Strategies Deployed,10.1177/147470490800600119
5250.pdf,2016-02-15,5250,5250.txt,Risk factors for preoperative respiratory complications in children with tracheobronchial foreign bodies,10.1177/0300060515602031
5251.pdf,2013-10-01,5251,5251.txt,Friendship as a Relationship Infiltration Tactic during Human Mate Poaching,10.1177/147470491301100415
5252.pdf,2015-01-21,5252,5252.txt,The mind–body connection in irritable bowel syndrome: A randomised controlled trial of hypnotherapy as a treatment,10.1177/2055102914564583
5253.pdf,2013-01-09,5253,5253.txt,Who Is Responsible for Successful Communication?,10.1177/2158244012472686
5254.pdf,2017-09-29,5254,5254.txt,Colors of the Sublunar,10.1177/2041669517733484
5255.pdf,2013-09-16,5255,5255.txt,Recruiting and Retaining Black Teachers to Work in Urban Schools,10.1177/2158244013502989
5256.pdf,2014-06-24,5256,5256.txt,Nuclear expression of renin-angiotensin system components in NRK-52E renal epithelial cells,10.1177/1470320313515039
5257.pdf,2017-03-01,5257,5257.txt,Nationalistic attitudes and voting for the radical right in Europe,10.1177/1465116516678932
5258.pdf,2018-05-01,5258,5258.txt,"Spatial Representation of the Workspace in Blind, Low Vision, and Sighted Human Participants",10.1177/2041669518781877
5259.pdf,2014-12-11,5259,5259.txt,"Relationship between obesity and sex, and prevalence of asthma-like disease and current wheeze in Han children in Nanjing, China",10.1177/0300060514548289
5260.pdf,2014-08-12,5260,5260.txt,Caring for Patients With Intractable Neurological Diseases,10.1177/2158244014547695
5261.pdf,2017-07-01,5261,5261.txt,"Perception of Facial Aging and Its Relationship to Two Single Nucleotide Polymorphisms (OXTR rs53576, CD38 rs3796863)",10.1177/2158244017726355
5262.pdf,2016-07-24,5262,5262.txt,The relationship between media discourses and experiences of belonging: Dutch Somali perspectives,10.1177/1468796816653627
5263.pdf,2017-10-01,5263,5263.txt,"Immigrant legislation, across and within the United States",10.1177/2053168017742005
5264.pdf,2017-08-23,5264,5264.txt,Range in systolic blood pressure and care-needs certification in long-term care insurance in community-dwelling older patients with chronic kidney disease,10.1177/0300060517721795
5265.pdf,2014-10-31,5265,5265.txt,"Depoliticisation, Resilience and the Herceptin Post-Code Lottery Crisis: Holding Back the Tide",10.1111/1467-856X.12060
5266.pdf,2016-12-15,5266,5266.txt,A noninvasive diagnostic model to assess nonalcoholic hepatic steatosis in patients with chronic hepatitis B,10.1177/1756283X16681707
5267.pdf,2014-02-25,5267,5267.txt,Effect of nicardipine on renal function following robot-assisted laparoscopic radical prostatectomy in patients with pre-existing renal insufficiency,10.1177/0300060513510435
5268.pdf,2015-04-15,5268,5268.txt,Forecasting the 2012 and 2014 Elections Using Bayesian Prediction and Optimization,10.1177/2158244015579724
5269.pdf,2003-04-01,5269,5269.txt,Effect of Low Doses of Guaiacol and Ethanol on Enzymatic Activity of Fungal Cultures,10.1080/15401420391434315
5270.pdf,2017-01-12,5270,5270.txt,Association between Lp-PLA2 and coronary heart disease in Chinese patients,10.1177/0300060516678145
5271.pdf,2017-04-01,5271,5271.txt,Places Change Minds: Exploring the Psychology of Urbanicity Using a Brief Contemplation Method,10.1177/2158244017707004
5272.pdf,2017-10-19,5272,5272.txt,Early home literacy and adolescents’ online reading behavior in comparative perspective,10.1177/0020715217735362
5273.pdf,2014-11-25,5273,5273.txt,Does Government Oversight Improve Access to Nursing Home Care? Longitudinal Evidence From US Counties,10.1177/0046958014561634
5274.pdf,2014-08-12,5274,5274.txt,Mobile Public Memory,10.1177/2158244014547324
5275.pdf,2012-10-01,5275,5275.txt,A Cultural Models Approach to Osteoporosis Prevention and Treatment,10.1177/2158244012464976
5276.pdf,2016-10-01,5276,5276.txt,Attitudes Toward Physical Intimate Partner Violence Against Women in Nigeria,10.1177/2158244016667993
5277.pdf,2017-07-01,5277,5277.txt,Digital Inclusion for Access to Information: A Study on Banking and Financial Institutions in India,10.1177/2158244017720479
5278.pdf,2015-02-17,5278,5278.txt,"Effect of angiotensin II receptor blockers, candesartan, on osteoprotegerin level in hypertensive patients: Link between bone and RAAS",10.1177/1470320314566017
5279.pdf,2016-03-07,5279,5279.txt,Work-related well-being,10.1177/2055102916628380
5280.pdf,2013-10-16,5280,5280.txt,The Moderating Influence of Situational Motivation on the Relationship Between Preferred Exercise and Positive Affect,10.1177/2158244013508416
5281.pdf,2017-02-01,5281,5281.txt,Voting and civic engagement: Results from an online field experiment,10.1177/2053168017690736
5282.pdf,2017-02-23,5282,5282.txt,Use of platelet-rich plasma for regeneration in non-vital immature permanent teeth: Clinical and cone-beam computed tomography evaluation,10.1177/0300060517692935
5283.pdf,2017-04-01,5283,5283.txt,Editorial Coverage on Implementation of Bangladesh–India Land Boundary Agreement: An Analysis of Six Dailies of Bangladesh and India,10.1177/2158244017712772
5284.pdf,2014-07-16,5284,5284.txt,Protective effects of aliskiren and valsartan in mice with diabetic nephropathy,10.1177/1470320313507123
5285.pdf,2014-04-01,5285,5285.txt,"Evolution, Development, and the Emergence of Disgust",10.1177/147470491401200209
5286.pdf,2014-11-23,5286,5286.txt,The Female Executive’s Perspective on Career Planning and Advancement in Organizations,10.1177/2158244014558040
5287.pdf,2013-01-01,5287,5287.txt,Blind Dates and Mate Preferences: An Analysis of Newspaper Matchmaking Columns,10.1177/147470491301100101
5288.pdf,2016-09-29,5288,5288.txt,Using breastfeeding images to promote breastfeeding among young adults,10.1177/2055102916671015
5289.pdf,2017-08-31,5289,5289.txt,Efficacy of ondansetron for spinal anesthesia during cesarean section: a meta-analysis of randomized trials,10.1177/0300060517716502
5290.pdf,2018-05-03,5290,5290.txt,Shedding light on the dark social: The connective role of news and journalism in social media communities,10.1177/1461444818772063
5291.pdf,2018-01-01,5291,5291.txt,The relationship between physical inactivity and mental wellbeing: Findings from a gamification-based community-wide physical activity intervention,10.1177/2055102917753853
5292.pdf,2016-04-20,5292,5292.txt,Hospitalized Older Adults’ Patient Satisfaction,10.1177/2158244016645639
5293.pdf,2016-04-19,5293,5293.txt,Proto-Nationalisms as Sub-Text for the Crisis of Governance in Nigeria,10.1177/2158244016643139
5294.pdf,2014-11-04,5294,5294.txt,"Perceptions of Achieved Criteria for Adulthood Among Austrian, Slovene, and U.S. Students",10.1177/2158244014556997
5295.pdf,2013-11-01,5295,5295.txt,Autism and Dyslexia,10.1177/1745691613507457
5296.pdf,2016-04-07,5296,5296.txt,The Luther Decade on Reformation and Politics,10.1177/2158244016636428
5297.pdf,2015-12-01,5297,5297.txt,Empagliflozin reduces body weight and indices of adipose distribution in patients with type 2 diabetes mellitus,10.1177/1479164115616901
5298.pdf,2018-09-10,5298,5298.txt,A protocol for precise comparisons of small vessel disease lesions between ex vivo magnetic resonance imaging and histopathology,10.1177/1747493018799962
5299.pdf,2016-01-25,5299,5299.txt,Feasibility of Home-Use Animal-Assisted Activities in Patients With Implanted Cardiac Electronic Devices,10.1177/2158244016634408
5300.pdf,2017-08-29,5300,5300.txt,Effect of hypercortisolism on bone mineral density and bone metabolism: A potential protective effect of adrenocorticotropic hormone in patients with Cushing’s disease,10.1177/0300060517725660
5301.pdf,2013-11-01,5301,5301.txt,Market Orientation and Organizational Performance,10.1177/2158244013512664
5302.pdf,2017-01-16,5302,5302.txt,Luteal-phase protocol in poor ovarian response: a comparative study with an antagonist protocol,10.1177/0300060516669898
5303.pdf,2014-06-10,5303,5303.txt,Men as Allies Against Sexism,10.1177/2158244014539168
5304.pdf,2017-01-01,5304,5304.txt,Violence Ritualized,10.1177/2158244017701527
5305.pdf,2016-10-01,5305,5305.txt,Public Awareness of the Scientific Consensus on Climate,10.1177/2158244016676296
5306.pdf,2004-01-01,5306,5306.txt,Practical Implications of Nonlinear Effects in Risk-Assessment Harmonization,10.1080/15401420490426927
5307.pdf,2015-06-01,5307,5307.txt,Stereo Vision: The Haves and Have-Nots,10.1177/2041669515593028
5308.pdf,2009-07-01,5308,5308.txt,"Height, Relationship Satisfaction, Jealousy, and Mate Retention",10.1177/147470490900700310
5309.pdf,2017-01-01,5309,5309.txt,The Efficacy of Common Fit Indices for Enumerating Classes in Growth Mixture Models When Nested Data Structure Is Ignored,10.1177/2158244017700459
5310.pdf,2012-07-01,5310,5310.txt,Adult Learners in a Novel Environment Use Prestige-Biased Social Learning,10.1177/147470491201000309
5311.pdf,2014-05-27,5311,5311.txt,A Classroom View of Negotiation of Meaning With EFL Adult Mexican Pupils,10.1177/2158244014535941
5312.pdf,2016-04-22,5312,5312.txt,"Effect of Copulins on Rating of Female Attractiveness, Mate-Guarding, and Self-Perceived Sexual Desirability",10.1177/1474704916643328
5313.pdf,2016-07-26,5313,5313.txt,The Antimetastatic and Antiangiogenesis Effects of Kefir Water on Murine Breast Cancer Cells,10.1177/1534735416642862
5314.pdf,2016-07-20,5314,5314.txt,Effect-site concentration of remifentanil for smooth inhalational induction with desflurane,10.1177/0300060516652761
5315.pdf,2013-04-14,5315,5315.txt,Dual Campus High School,10.1177/2158244013484731
5316.pdf,2016-12-07,5316,5316.txt,"Effects of atorvastatin on ADP-, arachidonic acid-, collagen-, and epinephrine-induced platelet aggregation",10.1177/0300060516675681
5317.pdf,2010-01-01,5317,5317.txt,Evidence that Indirect Inhibition of Saccade Initiation Improves Saccade Accuracy,10.1068/i0388
5318.pdf,2016-03-02,5318,5318.txt,Adventures of an accidental methodologist,10.1177/2059799116630664
5319.pdf,2015-02-24,5319,5319.txt,How can computer-based methods help researchers to investigate news values in large datasets? A corpus linguistic study of the construction of newsworthiness in the reporting on Hurricane Katrina,10.1177/1750481314568548
5320.pdf,2013-10-01,5320,5320.txt,Predictions for Sex of First Born Child Reflect Masculine and Feminine Characteristics in Male and Female Undergraduates,10.1177/147470491301100408
5321.pdf,2016-08-16,5321,5321.txt,"A cross-national study of the association between natural resource rents and homicide rates, 2000–12",10.1177/1477370816661741
5322.pdf,2014-07-10,5322,5322.txt,"Big Data, data integrity, and the fracturing of the control zone",10.1177/2053951714558281
5323.pdf,2016-11-18,5323,5323.txt,5-HT3 receptor antagonists for the prevention of postoperative shivering: a meta-analysis,10.1177/0300060516668776
5324.pdf,2014-01-01,5324,5324.txt,Why am I Not Photogenic? Differences in Face Memory for the Self and others,10.1068/i0634
5325.pdf,2014-07-22,5325,5325.txt,"Renal function, acute kidney injury and hospital mortality in patients with acute myocardial infarction",10.1177/0300060514541254
5326.pdf,2016-02-12,5326,5326.txt,"International law, constitutional law, and public support for torture",10.1177/2053168016636413
5327.pdf,2017-09-20,5327,5327.txt,Percutaneous mechanical thrombectomy combined with catheter-directed thrombolysis in the treatment of acute pulmonary embolism and lower extremity deep venous thrombosis: A novel one-stop endovascular strategy,10.1177/0300060517729898
5328.pdf,2014-07-27,5328,5328.txt,"Effects of angiotensin II receptor blockade on cerebral, cardiovascular, counter-regulatory, and symptomatic responses during hypoglycaemia in patients with type 1 diabetes",10.1177/1470320314529356
5329.pdf,2017-07-20,5329,5329.txt,Practices in taste maintenance. The case of Indian diaspora markets,10.1177/1469540517717784
5330.pdf,2014-11-05,5330,5330.txt,IEEN workshop report: Professionalism in interdisciplinary and empirical bioethics,10.1177/1477750914558550
5331.pdf,2013-11-11,5331,5331.txt,Pigment Epithelium-Derived Factor Reduces Apoptosis and Pro-Inflammatory Cytokine Gene Expression in a Murine Model of Focal Retinal Degeneration,10.1042/AN20130028
5332.pdf,2016-08-22,5332,5332.txt,"Sport-Related National Pride in East and West Germany, 1992-2008",10.1177/2158244016665893
5333.pdf,2015-05-12,5333,5333.txt,The Five-Aggregate Model of the Mind,10.1177/2158244015583860
5334.pdf,2016-04-20,5334,5334.txt,Strategy as Mutually Contingent Choice,10.1177/2158244016651912
5335.pdf,2017-07-12,5335,5335.txt,Treatment of serious complications following endovascular aortic repair for type B thoracic aortic dissection,10.1177/0300060517708893
5336.pdf,2015-11-18,5336,5336.txt,Does Motor Competence Affect Self-Perceptions Differently for Adolescent Males and Females?,10.1177/2158244015615922
5337.pdf,2017-07-01,5337,5337.txt,In-Law Preferences in China and in Cyprus: Differences and Similarities,10.1177/1474704917725303
5338.pdf,2015-06-15,5338,5338.txt,A Rasch Re-Analysis of the Partnership Questionnaire,10.1177/2158244015588958
5339.pdf,2016-09-18,5339,5339.txt,Spontaneous pneumomediastinum and subcutaneous emphysema as a complication of asthma in children: case report and literature review,10.1177/1753465816657478
5340.pdf,2015-03-20,5340,5340.txt,Rethinking Extrasensory Perception,10.1177/2158244015576056
5341.pdf,2017-09-07,5341,5341.txt,Characteristics and trends of clinical trials funded by the National Institutes of Health between 2005 and 2015,10.1177/1740774517727742
5342.pdf,2011-04-28,5342,5342.txt,Personal Meaning Orientations and Psychosocial Adaptation in Older Adults,10.1177/2158244011405217
5343.pdf,2017-08-01,5343,5343.txt,Yawning Detection Sensitivity and Yawning Contagion,10.1177/2041669517726797
5344.pdf,2013-03-11,5344,5344.txt,Impact of interaction of cigarette smoking with angiotensin-converting enzyme polymorphisms on end-stage renal disease risk in a Han Chinese population,10.1177/1470320313481837
5345.pdf,2014-12-08,5345,5345.txt,Relationship between tumour angiogenesis and expression of cyclo-oxygenase-2 and vascular endothelial growth factor-A in human renal cell carcinoma,10.1177/0300060514545799
5346.pdf,2014-10-08,5346,5346.txt,Democracy is good for the poor: A procedural replication of Ross (2006),10.1177/2053168014559094
5347.pdf,2014-11-10,5347,5347.txt,Factors Associated With Service Use for Young Adolescents With Mental Health Problems,10.1177/2158244014556286
5348.pdf,2016-10-01,5348,5348.txt,Unconventional protests: Partisans and independents outside the Republican and Democratic national conventions,10.1177/2053168016674138
